編號,機構名稱,機構地址,行政區,行政區碼,106年,107年,108年,109年,110年,111年,center_longitude,center_latitudes,locality_ids,locality_texts
180,臺北市雙園社區公共托育家園,台北市萬華區寶興街12號,萬華區,63000070,,通過,甲,,,甲,121.493322,25.027353,locality.63679207,萬華區
181,臺北市舊莊社區公共托育家園,台北市南港區舊莊街一段100號,南港區,63000090,,通過,甲,,,甲,121.619436,25.039561,locality.63630055,南港區
182,臺北市私立市政大樓員工子女社區公共托育家園,台北市北投區中央北路一段73號,信義區,63000020,,通過,,,甲,,121.49962,25.133978,locality.63621863,北投區
183,臺北市興華社區公共托育家園,台北市文山區興隆路三段125巷6號,文山區,63000080,,通過,甲,,,甲,121.559341,24.999518,locality.63662823,文山區
184,臺北市吉林社區公共托育家園,台北市中山區吉林路110號,中山區,63000040,,通過,,,優,,121.5304338,25.0590271,locality.63589095,中山區
185,臺北市日善社區公共托育家園,台北市萬華區東園街19號,萬華區,63000070,,通過,,,乙,,121.495799,25.027838,locality.63679207,萬華區
186,臺北市芝山社區公共托育家園,台北市士林區德行東路285號,士林區,63000110,,通過,,,甲,,121.536739,25.110792,locality.63638247,士林區
187,臺北市成功社區公共托育家園,台北市大安區四維路198巷38弄10號,大安區,63000030,,,甲,,,優,121.547961,25.026634,locality.63654631,大安區
188,臺北市大龍社區公共托育家園,台北市大同區哈密街47號,大同區,63000060,,,甲,,,優,121.516593,25.073937,locality.63646439,大同區
189,臺北市東園社區公共托育家園,台北市萬華區東園街73巷65號,萬華區,63000070,,,優,,,優,121.498891,25.026971,locality.63679207,萬華區
190,臺北市西園社區公共托育家園,台北市萬華區東園街73巷65號,萬華區,63000070,,,甲,,,甲,121.498891,25.026971,locality.63679207,萬華區
191,臺北市萬芳社區公共托育家園,台北市文山區萬和街1號,文山區,63000080,,,甲,,,甲,121.567582,25.000408,locality.63662823,文山區
192,臺北市忠順社區公共托育家園,臺北市文山區興隆路4段109巷30弄6號,文山區,63000080,,,優,,,優,121.539245,25.004192,locality.63662823,文山區
193,臺北市葫蘆社區公共托育家園,台北市士林區環河北路三段95號,士林區,63000110,,,優,,,甲,121.507518,25.083578,locality.63638247,士林區
194,臺北市桃源社區公共托育家園,台北市北投區中央北路三段40巷45號,北投區,63000120,,,甲,,,優,121.483514,25.140237,locality.63621863,北投區
195,臺北市北投社區公共托育家園,台北市北投區中央北路一段73號,北投區,63000120,,,優,,,甲,121.49962,25.133978,locality.63621863,北投區
196,臺北市忠孝社區公共托育家園,台北市大同區西寧北路32號,大同區,63000060,,,優,,,優,121.507745,25.051397,locality.63646439,大同區
197,臺北市興雅社區公共托育家園,台北市信義區基隆路一段1段35巷47號,信義區,63000020,,,甲,,,優,121.559772,25.034566,locality.63605479,信義區
198,臺北市三玉社區公共托育家園,台北市士林區天母東路116號,士林區,63000110,,,乙,,,甲,121.537147,25.117121,locality.63638247,士林區
199,臺北市蘭雅社區公共托育家園,台北市士林區磺溪街57號,士林區,63000110,,,乙,,,甲,121.522664,25.108001,locality.63638247,士林區
200,臺北市北安社區公共托育家園,台北市中山區明水路325號,中山區,63000040,,,乙,,,甲,121.541811,25.078257,locality.63589095,中山區
201,臺北市大直社區公共托育家園,台北市中山區大直街2號,中山區,63000040,,,甲,,,甲,121.545667,25.080296,locality.63589095,中山區
202,臺北市永樂社區公共托育家園,台北市大同區延平北路二段266號,大同區,63000060,,,甲,,,甲,121.510539,25.06102,locality.63646439,大同區
203,臺北市星雲社區公共托育家園,台北市內湖區星雲街161巷3號,內湖區,63000100,,,甲,,,優,121.5962073,25.0813843,locality.63613671,內湖區
204,臺北市麗山社區公共托育家園,台北市內湖區港華街100號,內湖區,63000100,,,甲,,,優,121.572343,25.083103,locality.63613671,內湖區
205,臺北市富安社區公共托育家園,台北市士林區延平北路八段135號,士林區,63000110,,,"列入輔
導",,,甲,121.482435,25.105363,locality.63638247,士林區
206,臺北市濱中社區公共托育家園,台北市中山區樂群二路262號,中山區,63000040,,,甲,,,優,121.560982,25.078909,locality.63589095,中山區
207,臺北市新湖社區公共托育家園,台北市內湖區民權東路六段138號,內湖區,63000100,,,甲,,,甲,121.588479,25.068574,locality.63613671,內湖區
208,臺北市百齡社區公共托育家園,台北市士林區福港街205號,士林區,63000110,,,優,,,甲,121.518244,25.086179,locality.63638247,士林區
209,臺北市萬隆社區公共托育家園,台北市文山區汀州路四段207號,文山區,63000080,,,乙,,,甲,121.5357949,25.0054154,locality.63662823,文山區
210,臺北市興隆社區公共托育家園,台北市文山區福興路2號,文山區,63000080,,,乙,,,甲,121.55232,25.002516,locality.63662823,文山區
211,臺北市萬福社區公共托育家園,台北市文山區羅斯福路五段170巷32號,文山區,63000080,,,乙,,,甲,121.536782,25.005223,locality.63662823,文山區
212,臺北市龍山社區公共托育家園,台北市萬華區和平西路三段235號,萬華區,63000070,,,優,,,甲,121.4974795,25.0351993,locality.63679207,萬華區
213,臺北市吳興社區公共托育家園,台北市信義區松仁路226號,信義區,63000020,,,甲,,,乙,121.568009,25.025639,locality.63605479,信義區
214,臺北市文湖社區公共托育家園,台北市內湖區文湖街15號,內湖區,63000100,,,優,,,優,121.559865,25.086486,locality.63613671,內湖區
215,臺北市武功社區公共托育家園,台北市文山區興隆路三段58號,文山區,63000080,,,甲,,,甲,121.555995,25.000018,locality.63662823,文山區
216,臺北市松民社區公共托育家園,台北市松山區民生東路五段163號,松山區,63000010,,,,優,,,121.56291,25.059315,locality.63671015,松山區
217,臺北市族中社區公共托育家園,台北市萬華區中華路二段606巷3號,大安區,63000030,,,,優,,,121.509975,25.024144,locality.63679207,萬華區
218,臺北市洲美社區公共托育家園,台北市北投區福美路221號,北投區,63000120,,,,優,,,121.5053282,25.1004675,locality.63621863,北投區
219,臺北市潭美社區公共托育家園,臺北市內湖區行善路179號,內湖區,63000100,,,,優,,,121.581578,25.058448,locality.63613671,內湖區
220,臺北市文昌社區公共托育家園,台北市士林區文林路615巷20號,士林區,63000110,,,,優,,,121.521193,25.099693,locality.63638247,士林區
221,臺北市士林社區公共托育家園,台北市士林區大東路165號,士林區,63000110,,,,甲,,,121.524285,25.093172,locality.63638247,士林區
222,臺北市永建社區公共托育家園,台北市文山區木柵路一段311號,文山區,63000080,,,,甲,,,121.5559158,24.9893352,locality.63662823,文山區
223,臺北市大安社區公共托育家園,台北市大安區臥龍街129號,大安區,63000030,,,,甲,,,121.550046,25.019959,locality.63654631,大安區
224,臺北市懷中社區公共托育家園,台北市大安區仁愛路三段123巷,大安區,63000030,,,,甲,,,121.54249195,25.0386652,locality.63654631,大安區
225,臺北市辛亥社區公共托育家園,臺北市文山區辛亥路4段103號,文山區,63000080,,,,甲,,,121.553242,24.986464,locality.63662823,文山區
226,臺北市文北社區公共托育家園,台北市北投區文林北路75巷61號,北投區,63000120,,,,甲,,,121.5169008,25.104231,locality.63621863,北投區
227,臺北市濱江社區公共托育家園,台北市中山區樂群二路266巷99號,中山區,63000040,,,,甲,,,121.560944,25.07744,locality.63589095,中山區
228,臺北市亭中社區公共托育家園,台北市萬華區中華路二段606巷3號,萬華區,63000070,,,,甲,,,121.509975,25.024144,locality.63679207,萬華區
229,臺北市老松社區公共托育家園,臺北市萬華區桂林路64號,萬華區,63000070,,,,,優,,121.502679,25.037517,locality.63679207,萬華區
230,臺北市玉成社區公共托育家園,台北市南港區向陽路31號,南港區,63000090,,,,,優,,121.593777,25.053722,locality.63630055,南港區
231,臺北市南海社區公共托育家園,台北市中正區延平南路207號,中正區,63000050,,,,,甲,,121.507589,25.03484,locality.63597287,中正區
232,臺北市溪口社區公共托育家園,台北市文山區景福街225號,文山區,63000080,,,,,,甲,121.538948,24.994623,locality.63662823,文山區
233,臺北市瑞光社區公共托育家園,台北市北投區中央北路一段73號,內湖區,63000100,,,,,,甲,121.49962,25.133978,locality.63621863,北投區
